Feature,Subject,Correlation,P_Value,Abs_Correlation,N_Samples,P_Corrected,Significant
Story_Flesch_Reading_Ease.1,Llama3.1_70B,-0.23566355171972786,2.1783208145872177e-37,0.23566355171972786,2860,,True
Story_Flesch_Kincaid_Grade.1,Llama3.1_70B,0.3308812311870616,4.921785372048323e-74,0.3308812311870616,2860,,True
Story_Gunning_Fog,Llama3.1_70B,0.33193429476945757,1.6000352697578961e-74,0.33193429476945757,2860,,True
Story_SMOG_Index,Llama3.1_70B,0.02006951713569072,0.28329986592929324,0.02006951713569072,2860,,False
Story_Automated_Readability,Llama3.1_70B,0.342184734269355,2.253116433414928e-79,0.342184734269355,2860,,True
Story_Coleman_Liau,Llama3.1_70B,-0.035006782767614104,0.06122294205527592,0.035006782767614104,2860,,False
Story_Difficult_Words,Llama3.1_70B,0.03028664898382949,0.10536936848649926,0.03028664898382949,2860,,False
Story_Dale_Chall,Llama3.1_70B,0.13502339831735088,4.137590546267763e-13,0.13502339831735088,2860,,True
Story_Linsear_Write,Llama3.1_70B,0.3348074306390082,7.292932774661766e-76,0.3348074306390082,2860,,True
Question_Parse_Max_Depth,Llama3.1_70B,0.12967418333383302,3.373396650212861e-12,0.12967418333383302,2860,,True
Question_Parse_Avg_Depth,Llama3.1_70B,0.0914825028337415,9.55785842889197e-07,0.0914825028337415,2860,,True
Question_Parse_Total_Depth,Llama3.1_70B,0.08558808663828764,4.570952138625696e-06,0.08558808663828764,2860,,True
Question_Clause_Count,Llama3.1_70B,0.004648643523511652,0.803749641651642,0.004648643523511652,2860,,False
Question_Subordinate_Clauses,Llama3.1_70B,-0.049276639770463065,0.008396071020668945,0.049276639770463065,2860,,True
Question_Coordinate_Clauses,Llama3.1_70B,0.11557129281570598,5.692707990003814e-10,0.11557129281570598,2860,,True
Question_Yngve_Depth,Llama3.1_70B,-0.017554614350725903,0.3480057181369051,0.017554614350725903,2860,,False
Question_Avg_Arc_Length,Llama3.1_70B,0.011954142345275112,0.5227978493237867,0.011954142345275112,2860,,False
Question_Max_Arc_Length,Llama3.1_70B,0.015558538607557616,0.4055550445294753,0.015558538607557616,2860,,False
Question_Verb_Argument_Complexity,Llama3.1_70B,-0.06943260081328524,0.0002023649907978367,0.06943260081328524,2860,,True
Question_Predicate_Count,Llama3.1_70B,-0.13543774212167733,3.5044540094388594e-13,0.13543774212167733,2860,,True
Question_Entity_Relation_Depth,Llama3.1_70B,0.04656556736005993,0.012754883670434626,0.04656556736005993,2860,,True
Question_Semantic_Mental_State_Depth,Llama3.1_70B,0.17478150231823059,4.7034278514912754e-21,0.17478150231823059,2860,,True
Question_Temporal_Semantic_Complexity,Llama3.1_70B,-0.08373935313592687,7.318319209612659e-06,0.08373935313592687,2860,,True
Question_Embedding_Variance,Llama3.1_70B,0.012268013119943579,0.5119408792643907,0.012268013119943579,2860,,False
Question_Embedding_Std,Llama3.1_70B,0.01124120745347652,0.5478903702296325,0.01124120745347652,2860,,False
Question_Semantic_Coherence_Avg,Llama3.1_70B,0.0023125015640242767,0.901619086353338,0.0023125015640242767,2860,,False
Question_Semantic_Coherence_Min,Llama3.1_70B,0.0022239994702829956,0.9053661887344406,0.0022239994702829956,2860,,False
Question_Embedding_Trajectory_Length,Llama3.1_70B,0.010413663739633195,0.5777436056056293,0.010413663739633195,2860,,False
Question_Avg_Distance_To_Centroid,Llama3.1_70B,0.011976944302789621,0.5220051541348327,0.011976944302789621,2860,,False
Question_Max_Distance_To_Centroid,Llama3.1_70B,0.011804813037123578,0.5280044154989989,0.011804813037123578,2860,,False
Question_Flesch_Reading_Ease.1,Llama3.1_70B,0.13071301095847135,2.2592551126159444e-12,0.13071301095847135,2860,,True
Question_Flesch_Kincaid_Grade.1,Llama3.1_70B,-0.11301128572467803,1.3569182837430532e-09,0.11301128572467803,2860,,True
Question_Gunning_Fog,Llama3.1_70B,-0.12300797951280001,4.09651719723477e-11,0.12300797951280001,2860,,True
Question_SMOG_Index,Llama3.1_70B,-0.08656853116911806,3.5473987654744805e-06,0.08656853116911806,2860,,True
Question_Automated_Readability,Llama3.1_70B,-0.11106755893248313,2.5909401653820433e-09,0.11106755893248313,2860,,True
Question_Coleman_Liau,Llama3.1_70B,-0.15823230425337362,1.7084468964690007e-17,0.15823230425337362,2860,,True
Question_Difficult_Words,Llama3.1_70B,-0.12832786485122036,5.644745707666876e-12,0.12832786485122036,2860,,True
Question_Dale_Chall,Llama3.1_70B,-0.18421860262968356,3.002128905058636e-23,0.18421860262968356,2860,,True
Question_Linsear_Write,Llama3.1_70B,-0.012286177136491896,0.5113161940389949,0.012286177136491896,2860,,False
Story_Dep_Max_Depth,Llama3.1_70B,0.26805362892939394,2.939242905383223e-48,0.26805362892939394,2860,,True
Story_Dep_Avg_Depth,Llama3.1_70B,0.31673904943335324,1.1512344631540374e-67,0.31673904943335324,2860,,True
Story_Dep_Depth_Variance,Llama3.1_70B,0.29054442931598723,9.455894419937498e-57,0.29054442931598723,2860,,True
Story_Dep_Total_Depth,Llama3.1_70B,0.24879349120381442,1.3211906977585842e-41,0.24879349120381442,2860,,True
Story_Arc_Max_Length,Llama3.1_70B,-0.07234283240718438,0.00010785609276966279,0.07234283240718438,2860,,True
Story_Arc_Avg_Length,Llama3.1_70B,-0.06159586386151568,0.0009815134032076873,0.06159586386151568,2860,,True
Story_Arc_Length_Variance,Llama3.1_70B,-0.09267523434122774,6.880859156485311e-07,0.09267523434122774,2860,,True
Story_Dep_Label_Diversity,Llama3.1_70B,-0.20046246685878227,2.595005855479221e-27,0.20046246685878227,2860,,True
Story_Complex_Dependencies,Llama3.1_70B,0.17194408595951688,2.0363007827786474e-20,0.17194408595951688,2860,,True
Story_Total_Clauses,Llama3.1_70B,0.17194408595951688,2.0363007827786474e-20,0.17194408595951688,2860,,True
Story_Subordinate_Clauses.1,Llama3.1_70B,0.2005664305106843,2.4375774834531883e-27,0.2005664305106843,2860,,True
Story_Coordinate_Clauses.1,Llama3.1_70B,0.11407929170286218,9.466317912659776e-10,0.11407929170286218,2860,,True
Story_Clause_Ratio,Llama3.1_70B,0.3323154436726181,1.064215320605983e-74,0.3323154436726181,2860,,True
Story_Yngve_Depth.1,Llama3.1_70B,0.15238561179237167,2.531940551128141e-16,0.15238561179237167,2860,,True
Story_POS_Diversity.1,Llama3.1_70B,-0.18035564460477127,2.4576227809036316e-22,0.18035564460477127,2860,,True
Story_Entity_Count.1,Llama3.1_70B,0.1009539783027446,6.289070545249971e-08,0.1009539783027446,2860,,True
Story_Entity_Type_Diversity.1,Llama3.1_70B,-0.0025125415065175294,0.8931577629298163,0.0025125415065175294,2860,,False
Story_Embedding_Error,Llama3.1_70B,,,,2133,,False
Story_Attention_Entropy,Llama3.1_70B,0.04858763312624257,0.009354604655292769,0.04858763312624257,2860,,True
Story_Attention_Variance,Llama3.1_70B,-0.020850280243709367,0.2649853507378368,0.020850280243709367,2860,,False
Story_Attention_Max,Llama3.1_70B,0.2419600944609485,2.2258968311305596e-39,0.2419600944609485,2860,,True
Story_Cross_Sentence_Attention,Llama3.1_70B,-0.25555438141922665,7.568644661139072e-44,0.25555438141922665,2858,,True
Story_Entity_Network_Nodes,Llama3.1_70B,0.042280271841198834,0.036229370090745346,0.042280271841198834,2454,,False
Story_Entity_Network_Edges,Llama3.1_70B,0.059314393105207655,0.00328848999824597,0.059314393105207655,2454,,True
Story_Entity_Network_Density,Llama3.1_70B,-0.04522132254582193,0.025079733654118704,0.04522132254582193,2454,,True
Story_Entity_Network_Clustering,Llama3.1_70B,0.06562655245890707,0.0011425387232127935,0.06562655245890707,2454,,True
Story_Discourse_Network_Nodes,Llama3.1_70B,0.3179696525019081,2.573216657072725e-51,0.3179696525019081,2133,,True
Story_Discourse_Network_Edges,Llama3.1_70B,0.24838045156043886,2.360815593354113e-31,0.24838045156043886,2133,,True
Story_Discourse_Network_Density,Llama3.1_70B,-0.14503273780757436,1.6973700150685538e-11,0.14503273780757436,2133,,True
Story_Discourse_Network_Clustering,Llama3.1_70B,0.10047765952599517,3.3265695018568186e-06,0.10047765952599517,2133,,True
Story_Discourse_Avg_Path_Length,Llama3.1_70B,0.32768493652602426,2.4651342306354696e-18,0.32768493652602426,674,,True
Story_Flesch_Reading_Ease.2,Llama3.1_70B,-0.23566355171972786,2.1783208145872177e-37,0.23566355171972786,2860,,True
Story_Flesch_Kincaid_Grade.2,Llama3.1_70B,0.3308812311870616,4.921785372048323e-74,0.3308812311870616,2860,,True
Story_Gunning_Fog.1,Llama3.1_70B,0.33193429476945757,1.6000352697578961e-74,0.33193429476945757,2860,,True
Story_SMOG_Index.1,Llama3.1_70B,0.02006951713569072,0.28329986592929324,0.02006951713569072,2860,,False
Story_Automated_Readability_Index.1,Llama3.1_70B,0.342184734269355,2.253116433414928e-79,0.342184734269355,2860,,True
Story_Coleman_Liau_Index,Llama3.1_70B,-0.035006782767614104,0.06122294205527592,0.035006782767614104,2860,,False
Story_Linsear_Write_Formula,Llama3.1_70B,0.3348074306390082,7.292932774661766e-76,0.3348074306390082,2860,,True
Story_Dale_Chall_Readability,Llama3.1_70B,0.13502339831735088,4.137590546267763e-13,0.13502339831735088,2860,,True
Story_Difficult_Words.1,Llama3.1_70B,0.03028664898382949,0.10536936848649926,0.03028664898382949,2860,,False
Story_Text_Standard,Llama3.1_70B,0.2846296869456667,1.9331107994329093e-54,0.2846296869456667,2860,,True
Story_Reading_Time,Llama3.1_70B,0.10105692071552033,6.097210387927915e-08,0.10105692071552033,2860,,True
Story_Syllable_Count,Llama3.1_70B,0.10034841615855014,7.54172665195039e-08,0.10034841615855014,2860,,True
Story_Lexicon_Count,Llama3.1_70B,0.11749850416795148,2.9232613892172994e-10,0.11749850416795148,2860,,True
Story_Sentence_Count,Llama3.1_70B,-0.034878583806143414,0.06217822497282396,0.034878583806143414,2860,,False
Story_Composite_Readability,Llama3.1_70B,-0.03908418530834948,0.03661180617312711,0.03908418530834948,2860,,False
Story_Discourse_Connected_Components,Llama3.1_70B,0.089028445595175,0.0006629638138936833,0.089028445595175,1459,,True
Story_Entity_Network_Insufficient,Llama3.1_70B,,,,406,,False
Story_Embedding_Insufficient_Sentences,Llama3.1_70B,,,,727,,False
Question_Dep_Max_Depth,Llama3.1_70B,0.12967418333383302,3.373396650212861e-12,0.12967418333383302,2860,,True
Question_Dep_Avg_Depth,Llama3.1_70B,0.0914825028337415,9.55785842889197e-07,0.0914825028337415,2860,,True
Question_Dep_Depth_Variance,Llama3.1_70B,0.14246310269366827,1.9403373710063905e-14,0.14246310269366827,2860,,True
Question_Dep_Total_Depth,Llama3.1_70B,0.08558808663828764,4.570952138625696e-06,0.08558808663828764,2860,,True
Question_Arc_Max_Length,Llama3.1_70B,0.015558538607557616,0.4055550445294753,0.015558538607557616,2860,,False
Question_Arc_Avg_Length,Llama3.1_70B,0.011954142345275112,0.5227978493237867,0.011954142345275112,2860,,False
Question_Arc_Length_Variance,Llama3.1_70B,0.0028046416776097496,0.8808245220870483,0.0028046416776097496,2860,,False
Question_Dep_Label_Diversity,Llama3.1_70B,-0.08129197222195172,1.344615824854532e-05,0.08129197222195172,2860,,True
Question_Complex_Dependencies,Llama3.1_70B,0.004648643523511652,0.803749641651642,0.004648643523511652,2860,,False
Question_Total_Clauses,Llama3.1_70B,0.004648643523511652,0.803749641651642,0.004648643523511652,2860,,False
Question_Subordinate_Clauses.1,Llama3.1_70B,-0.049276639770463065,0.008396071020668945,0.049276639770463065,2860,,True
Question_Coordinate_Clauses.1,Llama3.1_70B,0.11557129281570598,5.692707990003814e-10,0.11557129281570598,2860,,True
Question_Clause_Ratio,Llama3.1_70B,0.004590840131887278,0.806141031996476,0.004590840131887278,2860,,False
Question_Yngve_Depth.1,Llama3.1_70B,-0.017554614350725903,0.3480057181369051,0.017554614350725903,2860,,False
Question_POS_Diversity.1,Llama3.1_70B,0.020965013480719587,0.26236434781916385,0.020965013480719587,2860,,False
Question_Entity_Count,Llama3.1_70B,0.11917941721275602,1.6201996198109635e-10,0.11917941721275602,2860,,True
Question_Entity_Type_Diversity.1,Llama3.1_70B,0.02242362235512372,0.2305984596300941,0.02242362235512372,2860,,False
Question_Embedding_Insufficient_Sentences,Llama3.1_70B,,,,2776,,False
Question_Attention_Entropy,Llama3.1_70B,0.019915237869789458,0.28701788332010414,0.019915237869789458,2860,,False
Question_Attention_Variance,Llama3.1_70B,0.006397480551615542,0.7323624868379391,0.006397480551615542,2860,,False
Question_Attention_Max,Llama3.1_70B,-0.11501712499363446,6.881466609467938e-10,0.11501712499363446,2860,,True
Question_Cross_Sentence_Attention,Llama3.1_70B,0.004561161740068688,0.8075017886372104,0.004561161740068688,2856,,False
Question_Entity_Network_Insufficient,Llama3.1_70B,,,,2078,,False
Question_Flesch_Reading_Ease.2,Llama3.1_70B,0.13071301095847135,2.2592551126159444e-12,0.13071301095847135,2860,,True
Question_Flesch_Kincaid_Grade.2,Llama3.1_70B,-0.11301128572467803,1.3569182837430532e-09,0.11301128572467803,2860,,True
Question_Gunning_Fog.1,Llama3.1_70B,-0.12300797951280001,4.09651719723477e-11,0.12300797951280001,2860,,True
Question_SMOG_Index.1,Llama3.1_70B,-0.08656853116911806,3.5473987654744805e-06,0.08656853116911806,2860,,True
Question_Automated_Readability_Index.1,Llama3.1_70B,-0.11106755893248313,2.5909401653820433e-09,0.11106755893248313,2860,,True
Question_Coleman_Liau_Index,Llama3.1_70B,-0.15823230425337362,1.7084468964690007e-17,0.15823230425337362,2860,,True
Question_Linsear_Write_Formula,Llama3.1_70B,-0.012286177136491896,0.5113161940389949,0.012286177136491896,2860,,False
Question_Dale_Chall_Readability,Llama3.1_70B,-0.18421860262968356,3.002128905058636e-23,0.18421860262968356,2860,,True
Question_Difficult_Words.1,Llama3.1_70B,-0.12832786485122036,5.644745707666876e-12,0.12832786485122036,2860,,True
Question_Text_Standard,Llama3.1_70B,-0.11759459856508228,2.826910348608247e-10,0.11759459856508228,2860,,True
Question_Reading_Time,Llama3.1_70B,-0.02779413114584488,0.13726887612978567,0.02779413114584488,2860,,False
Question_Syllable_Count,Llama3.1_70B,-0.035638372310139714,0.05669231500470068,0.035638372310139714,2860,,False
Question_Lexicon_Count,Llama3.1_70B,0.016184083567648257,0.38693649626442106,0.016184083567648257,2860,,False
Question_Sentence_Count,Llama3.1_70B,0.005085181342941501,0.7857503349604171,0.005085181342941501,2860,,False
Question_Composite_Readability,Llama3.1_70B,0.127570470421565,7.523169903666575e-12,0.127570470421565,2860,,True
Question_Entity_Network_Nodes,Llama3.1_70B,0.029550511542675295,0.4092486233957232,0.029550511542675295,782,,False
Question_Entity_Network_Edges,Llama3.1_70B,0.035270526373046146,0.32460294138830637,0.035270526373046146,782,,False
Question_Entity_Network_Density,Llama3.1_70B,0.012813497306931737,0.7205217966191202,0.012813497306931737,782,,False
Question_Entity_Network_Clustering,Llama3.1_70B,0.03679773008577274,0.30407995256708054,0.03679773008577274,782,,False
Question_Complexity_Score,Qwen2.5_32B,-0.008175947239622006,0.662069732875415,0.008175947239622006,2860,,False
Story_MS_Embedding_Max_Depth,Qwen2.5_32B,-0.0042158913889225325,0.821696145710339,0.0042158913889225325,2860,,False
Story_MS_Embedding_Avg_Depth,Qwen2.5_32B,-0.0022189856053267676,0.9055785352986985,0.0022189856053267676,2860,,False
Story_MS_Clause_Count,Qwen2.5_32B,-0.011306258336240584,0.5455763927385855,0.011306258336240584,2860,,False
Story_Perspective_Markers,Qwen2.5_32B,-0.0665704681694405,0.00036731782084977474,0.0665704681694405,2860,,True
Story_Subject_Changes,Qwen2.5_32B,0.0014063926420977563,0.9400718273000224,0.0014063926420977563,2860,,False
Story_Perspective_Complexity,Qwen2.5_32B,-0.017057492009254775,0.36182945467058725,0.017057492009254775,2860,,False
Story_Recursive_MS_Max_Depth,Qwen2.5_32B,0.0060948777255685135,0.7445693930612693,0.0060948777255685135,2860,,False
Story_Recursive_MS_Chains,Qwen2.5_32B,0.003931164845758301,0.833555639413933,0.003931164845758301,2860,,False
Story_Pronoun_Count,Qwen2.5_32B,0.08357687979556161,7.623876410434361e-06,0.08357687979556161,2860,,True
Story_Entity_Count,Qwen2.5_32B,0.08120431375163928,1.3738063201711693e-05,0.08120431375163928,2860,,True
Story_Coref_Complexity,Qwen2.5_32B,0.06325274608074725,0.000712814626430103,0.06325274608074725,2860,,True
Story_MS_Contradictions,Qwen2.5_32B,-0.015426386138538563,0.40955576994949444,0.015426386138538563,2860,,False
Story_False_Belief_Score,Qwen2.5_32B,-0.015426386138538563,0.40955576994949444,0.015426386138538563,2860,,False
Story_MS_Total_Args,Qwen2.5_32B,-0.024811022523431453,0.18467677688228165,0.024811022523431453,2860,,False
Story_MS_Complex_Args,Qwen2.5_32B,-0.03743962196341137,0.04527839150679722,0.03743962196341137,2860,,False
Story_MS_Arg_Complexity,Qwen2.5_32B,-0.06597049914543585,0.0004150290601676457,0.06597049914543585,2860,,True
Story_Temporal_Markers,Qwen2.5_32B,-0.017750634297914195,0.3426483934764974,0.017750634297914195,2860,,False
Story_Tense_Variety,Qwen2.5_32B,-0.042803173289008054,0.02207250132301227,0.042803173289008054,2860,,True
Story_Temporal_MS_Complexity,Qwen2.5_32B,0.04127702741999834,0.027284131724526987,0.04127702741999834,2860,,True
Story_Char_Count,Qwen2.5_32B,0.04370814377834649,0.01940999852078724,0.04370814377834649,2860,,True
Story_Alpha_Char_Ratio,Qwen2.5_32B,0.09205716462007221,8.162390484900962e-07,0.09205716462007221,2860,,True
Story_Digit_Ratio,Qwen2.5_32B,-0.6706653531484297,0.0,0.6706653531484297,2860,,True
Story_Punct_Ratio,Qwen2.5_32B,-0.0781256806934551,2.881330418226002e-05,0.0781256806934551,2860,,True
Story_Word_Count_Enhanced,Qwen2.5_32B,0.05475572674772307,0.003398387347201496,0.05475572674772307,2860,,True
Story_Unique_Word_Ratio,Qwen2.5_32B,-0.28398206587242136,3.434550408538972e-54,0.28398206587242136,2860,,True
Story_Avg_Word_Length_Enhanced,Qwen2.5_32B,-0.09248275404737645,7.257595176369634e-07,0.09248275404737645,2860,,True
Story_Sentence_Count_Enhanced,Qwen2.5_32B,-0.06975806126433097,0.0001888320439748935,0.06975806126433097,2860,,True
Story_Avg_Sentence_Length,Qwen2.5_32B,0.338411181216947,1.4461445574006575e-77,0.338411181216947,2860,,True
Story_Flesch_Reading_Ease,Qwen2.5_32B,-0.26115022617797967,8.26893566420312e-46,0.26115022617797967,2860,,True
Story_Flesch_Kincaid_Grade,Qwen2.5_32B,0.3487261186906513,1.4442195110616378e-82,0.3487261186906513,2860,,True
Story_Automated_Readability_Index,Qwen2.5_32B,0.35680414400690674,1.288001884757977e-86,0.35680414400690674,2860,,True
Story_Readability_Composite,Qwen2.5_32B,-0.008392002654604755,0.6537149326274662,0.008392002654604755,2860,,False
Story_Sentiment_Positive,Qwen2.5_32B,0.03192837535554477,0.087787606702331,0.03192837535554477,2860,,False
Story_Sentiment_Negative,Qwen2.5_32B,0.04722261127621231,0.011546095337356153,0.04722261127621231,2860,,True
Story_Sentiment_Neutral,Qwen2.5_32B,-0.05092487407603188,0.0064499121694063305,0.05092487407603188,2860,,True
Story_Sentiment_Compound,Qwen2.5_32B,-0.010074874718643302,0.590182188478575,0.010074874718643302,2860,,False
Story_TextBlob_Polarity,Qwen2.5_32B,0.013207397012018996,0.48016327229727696,0.013207397012018996,2860,,False
Story_TextBlob_Subjectivity,Qwen2.5_32B,-0.2574976522897289,1.5273908095648555e-44,0.2574976522897289,2860,,True
Story_Emotion_Joy_Count,Qwen2.5_32B,0.030512525629782662,0.10279648107096867,0.030512525629782662,2860,,False
Story_Emotion_Anger_Count,Qwen2.5_32B,0.01253638647667073,0.5027518085429332,0.01253638647667073,2860,,False
Story_MS_cognitive_verbs_basic_Count,Qwen2.5_32B,-0.013604800088505679,0.46705061067622056,0.013604800088505679,2860,,False
Story_MS_cognitive_verbs_metacognitive_Count,Qwen2.5_32B,-0.007239941509981534,0.6987410960302772,0.007239941509981534,2860,,False
Story_MS_cognitive_verbs_Total,Qwen2.5_32B,-0.00808264474710542,0.6656908312929802,0.00808264474710542,2860,,False
Story_MS_emotional_verbs_basic_Count,Qwen2.5_32B,0.02603384648643917,0.16395555738471856,0.02603384648643917,2860,,False
Story_MS_emotional_verbs_complex_Count,Qwen2.5_32B,-0.0003092546675616736,0.9868104591572334,0.0003092546675616736,2860,,False
Story_MS_emotional_verbs_Total,Qwen2.5_32B,0.02244562203205444,0.23014123409243645,0.02244562203205444,2860,,False
Story_MS_volitional_verbs_intention_Count,Qwen2.5_32B,-0.024029868898801855,0.19889143911125337,0.024029868898801855,2860,,False
Story_MS_volitional_verbs_decision_Count,Qwen2.5_32B,-0.0187362565037771,0.31651481160559136,0.0187362565037771,2860,,False
Story_MS_volitional_verbs_Total,Qwen2.5_32B,-0.028839430111800214,0.1230858808882391,0.028839430111800214,2860,,False
Story_MS_perceptual_verbs_visual_Count,Qwen2.5_32B,0.21161526001875558,2.583747477767541e-30,0.21161526001875558,2860,,True
Story_MS_perceptual_verbs_auditory_Count,Qwen2.5_32B,0.02974727253733286,0.11171990464131655,0.02974727253733286,2860,,False
Story_MS_perceptual_verbs_general_Count,Qwen2.5_32B,0.015453706528522978,0.4087267663930606,0.015453706528522978,2860,,False
Story_MS_perceptual_verbs_Total,Qwen2.5_32B,0.19507976472118582,6.322339499425121e-26,0.19507976472118582,2860,,True
Story_MS_Verb_Density,Qwen2.5_32B,0.09791169629243318,1.5498440382317734e-07,0.09791169629243318,2860,,True
Story_ToM_perspective_taking_Count,Qwen2.5_32B,-0.03883183568616713,0.03784201693322807,0.03883183568616713,2860,,False
Story_ToM_mental_state_attribution_Count,Qwen2.5_32B,-0.0526673543133617,0.004842627821973822,0.0526673543133617,2860,,True
Story_ToM_Complex_Reasoning,Qwen2.5_32B,0.02393349816955798,0.20069903649206117,0.02393349816955798,2860,,False
Story_Discourse_causal_Count,Qwen2.5_32B,0.07220236000124572,0.00011124207164670454,0.07220236000124572,2860,,True
Story_Discourse_contrast_Count,Qwen2.5_32B,-0.1363932022848571,2.3848085121927406e-13,0.1363932022848571,2860,,True
Story_Discourse_temporal_Count,Qwen2.5_32B,-0.008170112030232518,0.6622959688702444,0.008170112030232518,2860,,False
Story_Discourse_conditional_Count,Qwen2.5_32B,-0.07250053850099189,0.00010417059176914606,0.07250053850099189,2860,,True
Story_Lexical_Cohesion,Qwen2.5_32B,-0.3545802757646206,1.724418047938177e-85,0.3545802757646206,2860,,True
Story_Max_Dependency_Depth_Enhanced,Qwen2.5_32B,0.258048370157949,9.869324243345704e-45,0.258048370157949,2860,,True
Story_Avg_Dependency_Depth_Enhanced,Qwen2.5_32B,0.3137453571118497,2.3221908326925413e-66,0.3137453571118497,2860,,True
Story_Total_Clauses_Enhanced,Qwen2.5_32B,0.14858574423568013,1.3813722805626264e-15,0.14858574423568013,2860,,True
Story_Avg_Clauses_Per_Sentence,Qwen2.5_32B,0.34984335206320544,4.0419103739335855e-83,0.34984335206320544,2860,,True
Story_POS_Diversity,Qwen2.5_32B,-0.10978547772724596,3.945842496496396e-09,0.10978547772724596,2860,,True
Story_Entity_Count_Enhanced,Qwen2.5_32B,0.04225389835024911,0.023838869098413575,0.04225389835024911,2860,,True
Story_Entity_Type_Diversity,Qwen2.5_32B,-0.048986658694720644,0.008788239405046739,0.048986658694720644,2860,,True
Story_Abstract_Word_Count,Qwen2.5_32B,0.02558476604280359,0.17135194372699522,0.02558476604280359,2860,,False
Story_Concrete_Word_Count,Qwen2.5_32B,-0.06565178649364692,0.00044266828294503634,0.06565178649364692,2860,,True
Story_Abstract_Concrete_Ratio,Qwen2.5_32B,0.024792558390732314,0.18500386046525066,0.024792558390732314,2860,,False
Story_Content_Word_Count,Qwen2.5_32B,-0.017282990543389984,0.3555168002189608,0.017282990543389984,2860,,False
Story_Function_Word_Count,Qwen2.5_32B,0.13081970921755579,2.167727847865426e-12,0.13081970921755579,2860,,True
Story_Semantic_Density,Qwen2.5_32B,-0.28657048485787845,3.4216274132228664e-55,0.28657048485787845,2860,,True
Story_Question_wh_questions_Count,Qwen2.5_32B,0.058361248615881114,0.0017938521699855422,0.058361248615881114,2860,,True
Story_Question_yes_no_questions_Count,Qwen2.5_32B,0.04174259299448688,0.025591980192453994,0.04174259299448688,2860,,True
Story_Politeness_Markers,Qwen2.5_32B,0.04142106628012859,0.02675058371236212,0.04142106628012859,2860,,True
Story_Hedging_Count,Qwen2.5_32B,0.07086565846721202,0.00014887734511362114,0.07086565846721202,2860,,True
Story_Temporal_Progression,Qwen2.5_32B,-0.012231382221373988,0.5132018752062426,0.012231382221373988,2860,,False
Story_Character_Introduction,Qwen2.5_32B,-0.0806651816592664,1.5670633684061896e-05,0.0806651816592664,2860,,True
Story_Dialogue_Markers,Qwen2.5_32B,0.014950420040735865,0.42415811470970904,0.014950420040735865,2860,,False
Question_Char_Count,Qwen2.5_32B,-0.02217221137537375,0.2358694732678476,0.02217221137537375,2860,,False
Question_Alpha_Char_Ratio,Qwen2.5_32B,-0.16834291665031348,1.2618567751444435e-19,0.16834291665031348,2860,,True
Question_Punct_Ratio,Qwen2.5_32B,0.10306561696659029,3.310853741897928e-08,0.10306561696659029,2860,,True
Question_Word_Count_Enhanced,Qwen2.5_32B,0.017011885883906532,0.3631146471502539,0.017011885883906532,2860,,False
Question_Unique_Word_Ratio,Qwen2.5_32B,-0.22967713103675333,1.5030144247314658e-35,0.22967713103675333,2860,,True
Question_Avg_Word_Length_Enhanced,Qwen2.5_32B,-0.15127379717793205,4.178425939831286e-16,0.15127379717793205,2860,,True
Question_Sentence_Count_Enhanced,Qwen2.5_32B,0.019135102335589377,0.30632116601555803,0.019135102335589377,2860,,False
Question_Avg_Sentence_Length,Qwen2.5_32B,0.009629999636601275,0.6067003032853656,0.009629999636601275,2860,,False
Question_Flesch_Reading_Ease,Qwen2.5_32B,0.14192943113030881,2.4299076270949708e-14,0.14192943113030881,2860,,True
Question_Flesch_Kincaid_Grade,Qwen2.5_32B,-0.12357775624805621,3.3262175166269396e-11,0.12357775624805621,2860,,True
Question_Automated_Readability_Index,Qwen2.5_32B,-0.11994593336424016,1.234535431435268e-10,0.11994593336424016,2860,,True
Question_Readability_Composite,Qwen2.5_32B,0.14170866820309358,2.6662576460362463e-14,0.14170866820309358,2860,,True
Question_Sentiment_Positive,Qwen2.5_32B,-0.010544201401270013,0.5729840681614995,0.010544201401270013,2860,,False
Question_Sentiment_Negative,Qwen2.5_32B,0.09765014827285287,1.6727333210298351e-07,0.09765014827285287,2860,,True
Question_Sentiment_Neutral,Qwen2.5_32B,-0.02983351199241531,0.11068473274646551,0.02983351199241531,2860,,False
Question_Sentiment_Compound,Qwen2.5_32B,-0.09531705059518891,3.275566964629929e-07,0.09531705059518891,2860,,True
Question_TextBlob_Polarity,Qwen2.5_32B,-0.34999120538975864,3.413724329419052e-83,0.34999120538975864,2860,,True
Question_TextBlob_Subjectivity,Qwen2.5_32B,-0.26680963717126754,8.221942060961502e-48,0.26680963717126754,2860,,True
Question_MS_cognitive_verbs_basic_Count,Qwen2.5_32B,0.18512897599257552,1.816714866114998e-23,0.18512897599257552,2860,,True
Question_MS_cognitive_verbs_Total,Qwen2.5_32B,0.18677962087753955,7.258989910539807e-24,0.18677962087753955,2860,,True
Question_MS_emotional_verbs_basic_Count,Qwen2.5_32B,0.12451751026825769,2.3541856867691113e-11,0.12451751026825769,2860,,True
Question_MS_emotional_verbs_Total,Qwen2.5_32B,0.12415552525418627,2.6902651420351995e-11,0.12415552525418627,2860,,True
Question_MS_volitional_verbs_intention_Count,Qwen2.5_32B,-0.01710641561915675,0.3604539465438363,0.01710641561915675,2860,,False
